player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,2,0,0,7,3,0,0,0
A Taylor,1,1,0,18,29,1,0,0
Allan L,0,1,0,9,12,0,0,0
Batson,1,0,0,4,3,1,0,0
Big Mike,1,0,0,3,2,0,0,0
Birdsong,1,0,0,1,1,0,0,0
Burgess,0,0,0,2,1,0,0,0
Bush,3,2,0,6,9,0,0,0
C Olsen,1,3,1,42,30,2,1,0
Caldwell,0,0,0,4,1,1,0,0
Cary,0,0,0,2,10,0,0,0
Crowe,0,0,0,1,2,0,0,0
Cutts,0,0,0,1,2,0,0,0
Danny On,0,1,0,1,12,0,0,0
French,1,1,1,10,0,0,0,0
Gainer,0,1,0,13,12,1,0,0
Hunt,0,0,0,8,7,0,0,0
JP Burns,2,3,1,13,9,1,0,0
Jaime,1,0,0,5,1,0,0,0
Karl E,0,0,0,1,0,0,0,0
Kelvin,2,1,2,5,2,0,1,0
Knowles,1,1,1,10,11,0,0,0
Kyle S,0,2,0,2,7,0,0,0
Matt S,2,5,0,25,25,1,0,0
Micah Jo,0,0,0,5,0,0,1,0
Minch,2,2,0,10,5,2,1,0
Parker,0,1,0,17,23,2,0,0
Patrick,0,0,0,2,5,0,0,0
Perivier,1,4,0,15,15,1,0,0
Player,0,1,0,8,21,2,0,0
Rae,0,0,0,1,3,0,0,0
Rogers,0,0,1,4,0,0,0,0
Sperling,2,0,0,9,15,0,0,0
Sun,1,1,0,15,20,0,0,0
Thor,1,0,0,5,5,0,0,0
Trenton,0,1,1,5,4,1,1,0
Will L,2,1,0,2,2,0,1,0
Yusuf,0,0,0,3,1,0,0,0
A Davis,0,0,0,15,2,1,0,0
A Walch,3,0,1,21,4,0,0,0
ABrouwer,0,0,0,0,0,0,0,0
B Adams,1,0,1,9,7,0,0,0
B Gfroer,0,0,1,1,0,0,0,0
B Gramma,0,0,0,0,0,0,0,0
Bigley,1,1,0,7,13,0,0,0
C Brooks,0,0,0,1,2,1,0,0
C Cunnin,1,3,2,11,19,7,2,0
C Grimm,0,0,0,0,0,0,0,0
C Mika,0,0,1,1,0,0,0,0
C Vargas,0,2,0,5,12,1,0,0
D Richar,0,0,1,9,6,2,0,0
E Moore,1,0,0,6,1,1,1,0
EPollack,3,3,0,5,7,1,0,0
J Cecil,0,0,0,3,2,0,1,0
J Wolfe,1,0,1,7,6,1,0,0
J Zdrodo,1,0,0,7,5,1,0,0
JCecil,0,0,1,2,2,0,0,0
JHollera,0,0,1,1,1,0,0,0
JLoskorn,1,1,3,15,24,0,0,0
K Daftar,0,0,0,0,1,0,0,0
K Henke,7,3,1,2,5,2,1,0
K Thomas,0,1,0,3,2,0,0,0
Kamron D,0,0,1,1,1,0,0,0
Kevin Ha,0,0,0,0,0,0,0,0
M Biersc,1,0,0,0,3,0,0,0
M Cook,1,4,0,21,14,0,0,0
M Natenb,0,1,0,5,26,1,0,0
M Walter,1,0,0,3,2,0,0,0
MMatthis,1,0,1,0,3,1,0,0
MaBennet,0,1,0,4,10,0,0,0
MiBennet,0,0,0,0,0,0,0,0
Murphy,0,0,0,0,0,0,1,0
N Whale,0,0,0,1,2,0,0,0
Naji,0,0,0,0,0,0,0,0
Nash Moc,0,0,0,2,1,0,0,0
P Starke,0,2,0,1,5,1,0,0
R Lewis,0,0,0,1,16,1,0,0
R Orloff,6,1,0,21,11,0,0,0
RPurcell,0,1,1,11,16,1,0,0
Rogers,0,0,0,0,0,0,0,0
T Chiu,0,0,0,0,0,0,0,0
Unknown,0,0,0,1,0,0,0,0
VRenshaw,1,1,1,3,1,0,0,0
Bill,0,0,1,1,3,1,0,0
Bruno,1,0,0,0,0,0,0,0
CJ,2,0,1,4,2,1,0,0
Chowder,0,1,0,6,6,0,0,0
Danny,6,3,1,15,13,3,0,0
Dave,0,1,0,1,10,0,1,0
Drew,1,0,0,8,1,0,0,0
Goff,2,3,1,11,6,3,0,0
Grant,1,1,0,11,3,1,1,0
Jack,0,0,0,1,2,0,0,0
Jason,0,1,2,0,2,0,1,0
Jeff,0,0,0,3,19,0,0,0
Jeremy,2,0,0,0,2,1,1,0
Jimmy,1,0,1,1,6,0,0,0
Judah,0,0,1,10,14,1,1,0
Karl,1,0,1,4,1,0,0,0
Kurt,0,1,0,14,30,1,0,0
Mater,0,0,1,4,1,1,0,0
Max,1,1,1,10,25,0,1,0
Neal,0,0,1,5,0,0,0,0
Nick,1,0,0,6,2,0,0,0
Nicky,1,0,0,3,8,0,0,0
Pardo,1,2,2,24,14,1,1,0
Pawel,0,6,1,50,49,3,2,0
Roddy,0,0,0,1,0,0,0,0
Ross,2,1,0,24,22,2,0,0
Simon,1,1,0,2,8,0,1,0
Slymer,0,0,0,4,1,0,0,0
Tommy,0,1,1,7,42,1,0,0
Uber,1,1,0,9,9,1,0,0
Vock,1,0,0,0,0,0,0,0
Wets,1,0,2,25,4,0,1,0
Zeman,0,0,0,3,5,1,0,0
Ben R,1,0,0,1,2,0,0,0
Blake,0,0,0,0,0,0,0,0
Borik,0,0,0,3,10,0,0,0
C Olson,3,1,1,3,14,0,0,0
