player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,2,1,0,6,13,1,0,0
A Taylor,1,0,0,19,11,0,1,0
Allan L,0,1,1,10,1,0,0,0
Batson,0,0,1,1,2,0,0,0
Big Mike,1,0,0,2,0,0,0,0
Birdsong,1,0,1,1,6,0,0,0
Burgess,0,0,0,2,2,0,0,0
Bush,3,0,0,7,5,1,0,0
C Olsen,2,2,1,27,17,1,0,0
Caldwell,0,0,0,0,2,0,0,0
Cary,1,0,0,13,8,0,0,0
Crowe,0,0,0,0,0,0,0,0
Cutts,1,0,0,3,1,0,0,0
Danny On,1,1,0,11,12,0,0,0
French,0,1,1,0,1,0,0,0
Gainer,0,1,0,5,12,1,0,0
Hunt,0,0,0,5,0,0,0,0
JP Burns,3,2,0,19,3,2,0,0
Jaime,0,2,0,3,2,0,0,0
Karl E,1,0,0,3,2,0,0,0
Kelvin,1,0,2,7,1,0,1,0
Knowles,1,0,0,7,1,0,0,0
Kyle S,0,1,1,29,28,2,0,0
Matt S,3,4,1,22,22,0,0,0
Micah Jo,0,0,0,2,4,1,1,0
Minch,3,1,0,8,8,1,0,0
Parker,0,2,1,13,5,1,1,0
Patrick,0,0,0,4,11,1,0,0
Perivier,2,2,0,3,25,0,0,0
Player,0,2,1,19,3,1,0,0
Rae,1,1,0,5,7,1,0,0
Rogers,3,2,0,2,1,0,0,0
Sperling,2,1,0,4,11,0,1,0
Sun,0,1,0,12,23,1,0,0
Thor,1,1,0,6,7,1,0,0
Trenton,0,1,0,0,5,2,0,0
Will L,1,1,1,11,4,0,0,0
Yusuf,0,0,0,0,0,0,0,0
A Davis,0,1,0,3,1,1,0,0
A Walch,2,0,1,21,14,1,1,0
ABrouwer,0,0,0,1,0,0,0,0
B Adams,1,0,0,3,3,2,0,0
B Gfroer,0,0,0,2,0,0,0,0
B Gramma,0,0,0,0,0,0,0,0
Bigley,0,1,0,0,8,1,0,0
C Brooks,0,0,0,1,1,1,0,0
C Cunnin,2,3,1,23,6,3,1,0
C Grimm,0,0,0,1,1,0,0,0
C Mika,0,0,1,0,1,0,0,0
C Vargas,0,3,0,5,1,0,0,0
D Richar,0,1,1,5,11,2,0,0
E Moore,0,1,1,7,2,1,1,0
EPollack,2,2,0,37,16,2,0,0
J Cecil,1,1,0,3,0,0,0,0
J Wolfe,5,1,1,5,2,0,0,0
J Zdrodo,3,0,1,3,1,0,1,0
JCecil,0,0,1,2,4,0,0,0
JHollera,0,0,0,0,0,0,0,0
JLoskorn,1,2,2,10,48,1,0,0
K Daftar,1,0,0,1,1,0,0,0
K Henke,5,1,1,7,16,2,1,0
K Thomas,0,1,0,2,22,0,1,0
Kamron D,1,0,0,0,0,0,0,0
Kevin Ha,0,0,0,0,0,0,0,0
M Biersc,0,0,0,7,1,1,0,0
M Cook,1,3,1,19,29,2,0,0
M Natenb,1,2,0,12,9,0,0,0
M Walter,1,0,0,4,4,0,0,0
MMatthis,1,0,1,5,5,0,0,0
MaBennet,0,1,0,1,9,2,0,0
MiBennet,0,0,0,0,0,0,0,0
Murphy,0,0,0,0,1,0,0,0
N Whale,0,0,0,1,5,0,0,0
Naji,0,0,0,0,0,0,0,0
Nash Moc,1,0,0,2,0,0,0,0
P Starke,0,0,0,16,7,2,0,0
R Lewis,0,1,0,11,9,2,1,0
R Orloff,2,0,0,24,11,1,0,0
RPurcell,1,3,0,18,8,1,0,0
Rogers,0,0,0,0,0,0,0,0
T Chiu,0,0,0,0,0,0,0,0
Unknown,0,0,0,0,0,0,0,0
VRenshaw,1,1,1,0,3,0,0,0
Bill,0,1,1,4,1,1,0,0
Bruno,0,0,0,0,0,0,0,0
CJ,0,1,1,1,2,0,0,0
Chowder,1,0,1,5,11,1,0,0
Danny,1,1,1,13,13,1,1,0
Dave,0,1,1,8,11,0,0,0
Drew,0,0,0,4,6,0,0,0
Goff,1,1,1,5,15,1,0,0
Grant,1,0,0,17,6,0,0,0
Jack,0,0,0,5,10,1,1,0
Jason,0,1,2,1,6,0,0,0
Jeff,1,1,0,9,13,0,0,0
Jeremy,1,0,0,3,9,1,0,0
Jimmy,1,1,1,2,2,0,0,0
Judah,0,0,0,8,13,1,0,0
Karl,0,0,2,4,0,0,0,0
Kurt,1,0,0,13,13,1,0,0
Mater,1,1,0,2,3,0,0,0
Max,1,0,1,11,13,2,0,0
Neal,0,0,1,9,5,1,0,0
Nick,0,0,0,4,0,0,0,0
Nicky,0,0,0,8,2,0,0,0
Pardo,3,3,0,20,14,0,1,0
Pawel,1,8,0,56,80,0,0,0
Roddy,0,0,0,0,0,0,0,0
Ross,5,3,1,40,53,2,0,0
Simon,0,1,0,3,3,2,1,0
Slymer,0,1,1,6,1,1,0,0
Tommy,0,1,1,3,36,1,0,0
Uber,0,0,0,7,7,0,0,0
Vock,0,0,0,0,0,0,0,0
Wets,1,0,2,22,6,0,0,0
Zeman,0,0,0,8,5,2,0,0
Ben R,1,0,1,3,2,0,0,0
Blake,1,0,0,0,0,0,0,0
Borik,0,0,0,1,2,1,0,0
C Olson,1,1,0,13,7,0,0,0
CLarberg,1,1,1,5,4,0,0,0
CUghetta,0,0,1,9,0,0,0,0
Carson,0,2,1,6,7,4,0,0
Carter,0,0,0,2,3,1,0,0
Casey,0,0,0,0,4,0,0,0
Chris P,0,0,0,1,0,0,0,0
Dalton,0,0,2,6,37,4,0,0
Danimal,0,1,2,3,4,0,0,0
Dillon,2,3,3,6,35,6,0,0
E-Bay,2,0,1,2,1,0,0,0
Griffin,0,0,2,3,6,0,0,0
Henry,0,0,1,7,17,1,0,0
Jack W,0,0,0,0,1,0,0,0
Jay,4,2,0,18,19,0,0,0
Joe C,0,0,0,0,0,0,0,0
Joe T,0,0,0,0,0,0,0,0
Joel,1,1,1,8,2,1,0,0
K Bow,0,0,0,0,0,0,0,0
K Rich,2,0,1,29,19,1,1,0
