player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,1,0,0,3,1,0,0,0
A Taylor,1,2,0,21,7,1,0,0
Allan L,1,0,0,9,8,0,0,0
Batson,0,0,0,7,2,0,0,0
Big Mike,1,0,0,1,0,0,0,0
Birdsong,1,0,0,2,1,0,0,0
Burgess,0,0,0,0,2,0,0,0
Bush,2,1,1,10,10,1,0,0
C Olsen,1,1,1,28,24,0,0,0
Caldwell,0,0,0,0,2,1,0,0
Cary,1,0,0,7,1,0,0,0
Crowe,0,0,0,1,1,0,0,0
Cutts,2,0,0,2,0,0,0,0
Danny On,1,1,0,3,1,0,0,0
French,1,0,0,5,5,0,0,0
Gainer,1,1,0,4,11,0,0,0
Hunt,1,0,0,6,3,0,0,0
JP Burns,1,1,0,14,20,1,0,0
Jaime,0,0,0,3,2,0,0,0
Karl E,1,0,0,3,1,0,0,0
Kelvin,3,1,2,4,1,0,0,0
Knowles,0,0,1,2,5,0,0,0
Kyle S,0,2,0,17,28,1,0,0
Matt S,2,0,0,23,22,0,0,0
Micah Jo,0,0,0,1,1,1,0,0
Minch,1,1,1,11,0,2,0,0
Parker,3,3,1,13,8,1,0,0
Patrick,0,0,0,5,4,0,0,0
Perivier,2,1,0,6,20,0,0,0
Player,1,2,1,21,17,2,0,0
Rae,0,1,0,4,0,0,0,0
Rogers,1,0,2,5,0,0,0,0
Sperling,0,1,0,1,2,0,0,0
Sun,1,0,0,10,29,1,0,0
Thor,1,0,1,10,5,0,0,0
Trenton,0,1,1,6,1,1,1,0
Will L,1,0,1,2,0,0,0,0
Yusuf,0,0,0,2,2,0,0,0
A Davis,0,0,0,5,17,0,0,0
A Walch,3,0,0,17,19,0,0,0
ABrouwer,0,0,0,0,0,0,0,0
B Adams,0,0,0,4,0,0,0,0
B Gfroer,0,0,0,0,1,0,0,0
B Gramma,0,0,0,0,0,0,0,0
Bigley,0,1,0,5,8,2,0,0
C Brooks,1,0,0,3,0,0,0,0
C Cunnin,1,5,0,9,39,1,1,0
C Grimm,0,0,0,0,1,0,0,0
C Mika,0,0,1,1,0,0,0,0
C Vargas,0,1,0,11,0,1,1,0
D Richar,0,0,1,7,3,1,0,0
E Moore,1,1,0,5,3,0,0,0
EPollack,3,2,1,6,2,1,0,0
J Cecil,0,1,0,1,1,0,0,0
J Wolfe,2,2,1,1,5,0,0,0
J Zdrodo,1,0,1,7,4,1,0,0
JCecil,0,0,1,1,2,0,0,0
JHollera,0,0,0,0,1,0,0,0
JLoskorn,0,2,0,13,2,5,0,0
K Daftar,0,0,0,1,1,0,0,0
K Henke,1,3,1,7,10,1,0,0
K Thomas,1,1,0,19,11,0,0,0
Kamron D,0,0,0,0,2,0,0,0
Kevin Ha,0,0,0,0,0,0,0,0
M Biersc,1,0,1,8,0,0,0,0
M Cook,1,3,1,40,21,2,1,0
M Natenb,1,1,0,40,10,1,0,0
M Walter,0,1,1,7,1,0,0,0
MMatthis,2,1,1,15,8,1,0,0
MaBennet,0,1,0,15,7,2,0,0
MiBennet,0,0,0,0,0,0,0,0
Murphy,0,0,0,0,1,0,0,0
N Whale,0,0,0,1,3,0,0,0
Naji,0,0,0,0,0,0,0,0
Nash Moc,0,0,0,0,2,0,0,0
P Starke,0,4,0,14,16,0,1,0
R Lewis,1,0,0,10,5,3,0,0
R Orloff,2,0,0,23,15,0,0,0
RPurcell,1,1,0,4,19,2,0,0
Rogers,0,0,0,0,0,0,0,0
T Chiu,0,0,0,0,0,0,0,0
Unknown,0,0,0,1,0,0,0,0
VRenshaw,0,0,0,2,5,0,0,0
Bill,0,1,0,1,8,1,0,0
Bruno,1,0,0,0,0,0,0,0
CJ,0,1,1,1,2,1,0,0
Chowder,1,3,1,11,2,0,0,0
Danny,4,1,0,20,16,1,0,0
Dave,0,0,0,4,8,0,0,0
Drew,1,0,0,4,6,1,0,0
Goff,2,5,0,13,7,0,0,0
Grant,0,0,0,5,4,0,1,0
Jack,0,0,0,9,2,0,0,0
Jason,1,1,1,12,9,0,0,0
Jeff,0,0,0,2,7,0,0,0
Jeremy,0,0,0,10,9,1,0,0
Jimmy,0,0,0,2,5,0,0,0
Judah,0,1,1,1,10,1,0,0
Karl,0,0,1,2,2,0,0,0
Kurt,0,2,0,38,6,1,0,0
Mater,1,0,1,1,4,0,0,0
Max,0,0,0,18,8,2,0,0
Neal,0,0,0,8,8,0,0,0
Nick,0,0,0,3,20,0,0,0
Nicky,0,0,0,5,6,0,0,0
Pardo,1,3,1,16,25,1,1,0
Pawel,0,6,0,51,60,1,1,0
Roddy,0,0,0,1,0,0,0,0
Ross,0,0,2,15,28,3,2,0
Simon,1,0,0,14,9,0,1,0
Slymer,1,0,1,5,1,0,0,0
Tommy,1,1,0,5,34,0,0,0
Uber,1,1,0,4,5,0,1,0
Vock,0,0,0,0,0,0,0,0
Wets,2,1,1,13,3,0,1,0
Zeman,1,0,0,6,5,1,0,0
Ben R,0,0,0,5,3,0,0,0
Blake,0,0,1,0,0,0,0,0
Borik,0,0,0,1,2,0,0,0
C Olson,0,1,0,8,19,0,0,0
CLarberg,0,1,0,5,1,0,1,0
CUghetta,1,1,0,1,0,1,0,0
Carson,1,2,1,36,31,1,1,0
Carter,0,1,0,1,0,1,1,0
Casey,0,0,1,1,4,1,0,0
Chris P,0,0,0,0,1,0,0,0
Dalton,2,3,1,15,19,4,0,0
Danimal,1,0,2,0,3,0,1,0
Dillon,1,4,2,15,19,6,0,0
E-Bay,0,1,1,4,2,1,0,0
Griffin,0,1,1,5,3,0,1,0
Henry,0,1,0,8,0,0,0,0
Jack W,0,0,0,1,0,0,0,0
Jay,1,2,2,10,33,2,0,0
Joe C,0,0,0,0,2,0,0,0
Joe T,0,0,0,1,0,0,0,0
Joel,2,1,2,11,10,1,0,0
K Bow,0,0,1,0,0,0,0,0
K Rich,0,3,1,13,23,1,1,0
Kai,1,1,0,10,13,0,0,0
Kaplan,1,2,1,4,24,0,1,0
LaRocque,1,3,0,20,40,1,0,0
Matthew,1,1,0,2,1,1,0,0
Matty J,1,1,0,26,26,1,1,0
Muffin,1,4,1,23,61,7,0,0
Noah,1,1,3,1,5,0,0,0
Peter,0,0,0,3,0,0,0,0
Reese,0,0,0,1,1,0,0,0
Reid,0,0,0,1,2,1,0,0
Riggins,0,0,1,1,1,0,0,0
Ryan,0,0,0,1,0,0,0,0
Suds,1,0,0,12,10,1,0,0
Thomas,5,3,0,12,19,2,0,0
Wesley,1,0,0,1,1,0,0,0
Zach M,1,1,1,3,2,1,0,0
Aaron L,0,0,0,1,1,1,0,0
Alex F,0,0,0,1,0,1,0,0
Alex L,0,0,0,2,1,0,0,0
Austin B,0,1,0,13,2,1,0,0
Ben P,0,0,0,0,1,0,0,0
Brad S,0,1,0,11,10,1,0,0
Chris B,1,1,0,16,2,0,0,0
Chris Be,0,0,0,0,0,0,0,0
Cory B,0,0,1,7,8,2,0,0
David S,1,0,0,7,2,0,0,0
Eric M,1,0,0,15,3,1,0,0
Gabe W,1,1,0,1,4,1,0,0
Houst P,1,0,1,5,2,1,0,0
Jeff W,1,4,1,27,18,2,0,0
Joe R,2,1,1,2,1,0,0,0
John W,0,0,0,8,4,0,0,0
Jonny M,0,1,0,4,7,0,0,0
Kyle K,3,1,1,10,5,0,1,0
Leo P,1,0,1,5,0,2,0,0
Lloyd B,0,2,0,27,14,2,0,0
Marcus T,1,1,1,11,1,2,0,0
Matt K,3,2,1,16,19,0,1,0
Matt N,0,1,0,11,5,1,0,0
Max C,1,1,0,26,8,0,0,0
Nate C,0,0,0,6,3,0,0,0
Nate P,1,3,1,36,16,1,0,0
Peter M,0,0,0,4,5,0,0,0
Quinn B,0,1,1,4,1,0,0,0
Rhys B,0,1,1,5,2,0,0,0
Rico J,3,4,3,16,19,1,0,0
Rowen M,5,1,1,64,42,1,1,0
Ryan S,3,1,1,16,8,1,0,0
Troy H,0,1,2,4,8,2,0,0
Xavier M,1,3,0,43,31,1,1,0
Zach N,1,1,0,11,16,0,0,0
Andy,1,2,0,2,14,0,0,0
Basten,1,1,0,12,5,0,1,0
Besser,0,2,0,31,35,3,0,0
Billy,0,0,0,1,1,0,0,0
Brendan,1,2,0,2,15,4,0,0
Bubbles,1,1,2,2,7,0,0,0
Burke,1,1,2,16,6,1,1,0
Channing,2,0,1,12,5,1,1,0
Chris,0,0,0,1,0,1,0,0
Colucci,0,0,0,5,9,1,0,0
Compo,0,0,1,12,13,5,0,0
D Yu,1,0,0,13,6,1,0,0
Danny,0,0,0,6,5,0,0,0
David,1,1,0,1,4,0,0,0
Drew,0,0,0,1,4,2,0,0
Evan,1,0,1,9,2,1,1,0
Jay,2,4,1,25,28,3,0,0
Josh,0,1,0,16,16,2,0,0
Justin,0,0,3,5,5,0,0,0
Karl,1,1,0,15,5,4,1,0
Kevin,0,0,1,13,8,0,0,0
Leslie,0,0,0,1,13,1,0,0
Luis,2,0,0,8,3,0,1,0
Mark,3,2,0,3,3,1,0,0
Noah,0,1,3,17,30,1,0,0
Nolan,1,0,2,6,4,0,0,0
Parker,1,1,0,23,15,1,0,0
Pip,1,0,0,15,0,2,0,0
Rio,3,2,0,9,9,1,1,0
Ryan,0,0,0,0,6,0,0,0
Shrew,1,0,0,2,6,0,0,0
Tate,2,4,1,16,19,0,0,0
Tim,0,1,1,11,6,1,0,0
Tom,0,0,0,9,5,2,0,0
Trey,1,2,2,6,15,3,1,0
Troy,1,0,0,2,4,1,0,0
Wes,0,0,0,0,0,0,0,0
X,0,0,0,1,7,0,0,0
Yergin,1,1,1,8,14,1,1,0
Zach,0,2,0,10,11,1,0,0
Aaron S,1,2,1,11,4,2,0,0
Alex H,1,1,1,17,7,1,0,0
Cam B,5,2,0,28,12,2,1,0
Colin R,1,1,0,5,11,1,1,0
Colton S,0,0,0,3,1,0,1,0
Conner H,0,1,1,3,2,0,1,0
Connor L,0,1,0,2,7,0,0,0
Dan C,0,1,0,1,0,0,0,0
Donova T,1,1,0,6,3,0,0,0
Heath K,0,0,1,2,5,0,0,0
Jake F,0,0,1,2,4,0,0,0
Jesse J,0,0,0,0,1,0,0,0
Joey C,0,0,0,2,1,1,0,0
John J,0,0,3,0,2,1,0,0
Jon W,0,1,0,1,0,2,1,0
Josh D,0,0,0,2,0,0,0,0
Keegan N,1,3,1,12,21,3,0,0
Keenan P,1,2,0,14,43,0,0,0
Kip C,0,2,2,7,10,0,1,0
Kyle C,1,1,1,19,29,1,0,0
Levi J,1,1,2,22,5,3,0,0
Michae A,0,0,0,0,8,0,0,0
Nathan B,1,0,0,0,0,0,0,0
Nick H,0,1,2,2,3,1,0,0
Peter C,1,0,1,4,10,0,0,0
Rick G,6,5,4,5,12,2,0,0
Robbie C,1,1,0,1,2,0,1,0
Sam S,2,1,0,21,17,3,0,0
Spence L,0,0,0,12,2,1,1,0
Stephen,0,0,0,0,4,0,0,0
Terry G,0,0,0,1,0,0,0,0
Travis C,4,0,1,59,41,2,0,0
Zach Z,0,0,0,4,0,0,0,0
Bacon,2,1,2,10,13,4,0,0
Barnett,0,0,0,3,4,0,0,0
Bartholo,0,0,0,0,1,0,0,0
Beatty,1,2,1,12,32,1,0,0
Brooks,0,2,0,1,5,0,1,0
Cohen,5,4,0,14,8,1,1,0
Doi,1,3,1,14,26,0,1,0
Drum,0,1,0,6,4,0,0,0
Eder,1,0,0,1,0,0,0,0
Elbogen,1,2,0,7,1,1,0,0
Ferguson,1,0,0,1,2,0,0,0
Friedman,2,0,1,11,3,2,0,0
George,3,1,0,20,9,1,0,0
Kiyoi,1,2,1,18,15,0,0,0
Lai,0,1,0,10,19,2,0,0
Lepore,2,1,0,0,3,0,0,0
Lissner,2,3,2,13,17,3,1,0
Mazur,3,2,0,46,18,2,1,0
Mcdougal,7,1,0,24,12,2,1,0
Mcrae,0,0,0,0,0,0,0,0
Padula,1,0,1,3,2,1,1,0
Plasman,2,0,1,2,1,0,0,0
Pritchar,0,0,0,2,2,0,0,0
Ransom,2,0,0,5,0,0,0,0
Schakner,1,0,0,0,5,1,0,0
Severson,1,1,2,2,7,0,0,0
Silverma,2,0,1,10,6,0,0,0
Theodore,0,1,1,8,4,1,0,0
Theologi,0,1,1,9,3,1,0,0
Weaver,1,0,0,11,13,0,0,0
A Brown,1,1,0,33,2,0,0,0
Akyuz,0,0,1,20,0,1,0,0
Animal,2,2,0,1,5,1,0,0
Bosscher,0,6,0,13,14,0,0,0
Buddy,1,1,0,3,2,0,0,0
Camp,5,1,0,16,17,2,2,0
Coolidge,0,1,1,9,2,1,0,0
DWiseman,2,1,2,3,2,3,0,0
Drews,0,1,0,5,7,1,0,0
Graffy,1,5,0,16,9,4,0,0
Grandon,1,0,1,1,3,0,0,0
Jdub,1,2,0,7,5,1,0,0
Johnson,3,1,0,5,10,0,1,0
K Brown,1,1,0,17,2,2,0,0
KPS,1,1,2,15,8,0,0,0
Kan,0,0,0,3,1,0,0,0
Kelly,1,0,0,2,6,0,0,0
Keren,0,1,0,9,5,0,0,0
Knoche,3,1,1,1,3,1,0,0
Luo,0,3,0,25,15,1,0,0
Marty,0,1,1,4,1,0,0,0
Mason,0,0,0,1,1,0,0,0
Mawby,0,0,0,0,0,0,0,0
Meshnick,0,0,1,3,15,1,0,0
Meyer,1,0,0,5,2,0,0,0
Nelson,2,2,0,1,31,0,0,0
Poole,0,1,1,3,5,0,0,0
Pruess,0,1,1,20,8,4,0,0
RWiseman,0,1,0,6,2,0,0,0
Repper,2,0,1,0,5,0,0,0
Richgels,1,0,0,8,9,1,0,0
Shriwise,2,6,0,18,19,1,1,0
Spyro,0,0,0,0,0,0,0,0
Tucker,0,1,0,0,2,0,0,0
Weber,1,0,0,2,3,0,0,0
Weigand,2,1,1,6,2,0,0,0
Wilen,1,1,1,3,1,0,0,0
Anders C,2,0,0,4,5,0,0,0
Berry C,1,3,1,11,6,0,0,0
Bumste S,3,3,1,5,4,1,1,0
Burkha M,0,1,0,3,2,0,0,0
Cousin G,2,1,0,17,5,1,0,0
DeCler D,2,0,1,7,3,0,1,0
Duhn,0,0,0,2,2,0,0,0
Echols T,2,0,0,14,1,2,0,0
Feldma B,0,2,0,1,1,1,0,0
Groven T,0,0,1,10,18,1,1,0
Hawkin B,0,0,0,1,1,0,0,0
Johnso E,0,1,0,4,1,0,0,0
Johnso K,0,1,0,27,11,1,0,0
Jordan M,6,1,0,12,20,1,0,0
Jurek C,0,1,0,4,5,0,0,0
Kautz J,2,0,0,11,6,0,0,0
Kittle J,2,0,1,6,3,1,0,0
Klane J,1,4,0,70,25,3,1,0
Ladas N,1,1,1,4,3,1,0,0
Leonar I,0,0,1,0,7,0,0,0
Matis B,1,2,1,6,0,0,0,0
McCart M,0,0,0,3,1,0,0,0
McCutc C,3,0,1,4,4,0,0,0
Mekler W,2,0,0,10,15,1,0,0
