player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,0,0,0,17,2,0,0,0
A Taylor,1,2,0,25,40,1,0,0
Allan L,1,1,0,1,15,1,0,0
Batson,1,0,0,9,2,1,0,0
Big Mike,0,0,0,1,1,0,0,0
Birdsong,0,0,0,4,3,0,0,0
Burgess,0,0,0,4,2,0,0,0
Bush,4,1,1,9,5,1,0,0
C Olsen,2,2,2,24,14,1,1,0
Caldwell,0,0,0,4,3,0,0,0
Cary,0,1,0,6,6,0,0,0
Crowe,0,0,0,2,3,0,0,0
Cutts,2,0,0,3,0,0,0,0
Danny On,0,0,1,2,2,0,0,0
French,2,0,0,0,2,0,0,0
Gainer,2,0,1,15,6,1,0,0
Hunt,0,0,0,10,0,0,0,0
JP Burns,1,1,1,8,7,2,0,0
Jaime,0,0,0,2,6,0,0,0
Karl E,1,0,0,4,1,0,0,0
Kelvin,1,0,1,4,2,0,0,0
Knowles,0,1,0,16,4,0,0,0
Kyle S,0,2,1,18,29,3,0,0
Matt S,1,3,0,22,41,0,0,0
Micah Jo,0,0,0,2,11,1,1,0
Minch,0,1,1,9,8,2,0,0
Parker,2,1,0,14,12,1,0,0
Patrick,0,0,0,1,6,1,0,0
Perivier,0,3,0,12,14,0,0,0
Player,1,1,3,13,17,0,0,0
Rae,0,1,0,1,3,0,0,0
Rogers,0,0,1,0,1,0,0,0
Sperling,2,1,0,11,3,0,0,0
Sun,1,0,1,6,22,1,1,0
Thor,0,0,1,7,7,1,0,0
Trenton,1,0,0,2,9,1,0,0
Will L,1,1,0,0,4,0,0,0
Yusuf,0,0,0,1,0,0,0,0
A Davis,0,0,0,14,3,0,0,0
A Walch,0,0,0,9,4,1,0,0
ABrouwer,0,0,0,0,0,0,0,0
B Adams,0,0,0,8,7,1,0,0
B Gfroer,0,0,0,1,1,0,0,0
B Gramma,0,0,0,0,0,0,0,0
Bigley,1,0,0,8,7,0,0,0
C Brooks,0,0,0,4,0,1,0,0
C Cunnin,1,5,1,17,29,5,1,0
C Grimm,0,0,0,1,1,0,0,0
C Mika,0,0,1,0,1,0,0,0
C Vargas,0,0,0,4,9,0,0,0
D Richar,2,0,0,5,4,1,0,0
E Moore,1,0,0,0,8,2,0,0
EPollack,0,0,1,7,13,1,0,0
J Cecil,0,0,0,3,1,0,0,0
J Wolfe,4,0,1,12,8,0,0,0
J Zdrodo,1,1,1,11,0,2,0,0
JCecil,0,0,0,2,1,0,0,0
JHollera,0,0,0,0,1,0,0,0
JLoskorn,1,3,0,20,20,2,0,0
K Daftar,1,0,0,0,2,0,0,0
K Henke,2,2,1,12,12,3,1,0
K Thomas,1,0,0,1,5,1,0,0
Kamron D,0,0,0,2,0,0,0,0
Kevin Ha,0,0,0,0,0,0,0,0
M Biersc,1,1,0,3,8,1,0,0
M Cook,2,2,0,21,53,1,0,0
M Natenb,0,0,0,5,3,2,0,0
M Walter,1,0,0,2,7,0,0,0
MMatthis,4,0,1,3,6,1,0,0
MaBennet,0,1,0,3,10,2,0,0
MiBennet,0,0,0,0,0,0,0,0
Murphy,0,0,0,1,1,0,0,0
N Whale,0,0,0,0,0,0,0,0
Naji,0,0,0,0,0,0,0,0
Nash Moc,0,0,0,2,2,0,0,0
P Starke,1,5,0,14,9,2,0,0
R Lewis,0,1,0,12,9,1,0,0
R Orloff,3,1,0,20,6,0,1,0
RPurcell,0,2,0,13,10,1,0,0
Rogers,0,0,0,0,0,0,0,0
T Chiu,0,0,0,0,0,0,0,0
Unknown,0,1,0,1,0,0,0,0
VRenshaw,1,1,1,1,0,1,0,0
Bill,1,0,0,9,2,1,0,0
Bruno,0,0,0,0,0,0,0,0
CJ,0,1,1,1,2,0,0,0
Chowder,0,0,0,17,5,0,0,0
Danny,3,2,0,21,5,0,0,0
Dave,0,0,0,11,4,0,0,0
Drew,1,0,0,0,3,0,0,0
Goff,1,3,0,21,17,4,1,0
Grant,0,0,0,4,9,0,1,0
Jack,1,0,0,8,3,1,0,0
Jason,1,0,0,7,1,0,1,0
Jeff,0,1,0,3,20,0,0,0
Jeremy,0,0,0,7,1,1,0,0
Jimmy,0,0,0,6,8,0,0,0
Judah,0,0,1,5,2,1,0,0
Karl,0,0,0,1,2,0,0,0
Kurt,4,1,0,47,21,1,0,0
Mater,1,0,1,7,3,1,0,0
Max,2,0,0,22,23,1,0,0
Neal,0,1,1,1,4,0,0,0
Nick,0,0,0,5,7,0,0,0
Nicky,0,0,1,7,6,0,0,0
Pardo,0,1,0,20,10,2,0,0
Pawel,1,9,0,58,64,3,2,0
Roddy,0,0,0,0,0,0,0,0
Ross,1,3,0,30,23,1,1,0
Simon,2,1,1,1,1,0,0,0
Slymer,1,1,1,7,0,1,0,0
Tommy,1,0,1,1,13,2,0,0
Uber,0,1,0,7,3,0,2,0
Vock,0,0,0,0,0,0,0,0
Wets,2,0,1,5,5,1,0,0
Zeman,1,0,0,4,3,0,0,0
Ben R,3,0,2,4,4,0,0,0
Blake,0,0,0,0,0,0,0,0
Borik,0,0,1,1,5,1,0,0
C Olson,0,1,0,1,10,1,0,0
CLarberg,0,1,1,9,9,0,1,0
CUghetta,0,0,0,8,4,0,0,0
Carson,4,1,1,16,18,2,0,0
Carter,1,0,0,1,1,0,0,0
Casey,1,0,1,1,1,0,0,0
Chris P,1,0,0,2,1,0,0,0
Dalton,3,3,0,18,18,0,1,0
Danimal,0,1,2,3,3,0,0,0
Dillon,0,3,1,21,25,1,0,0
E-Bay,1,0,2,0,5,0,0,0
Griffin,0,0,1,10,1,0,0,0
Henry,0,1,0,16,0,0,0,0
Jack W,0,0,0,1,1,0,0,0
Jay,5,4,1,29,13,1,0,0
Joe C,0,0,0,1,1,0,0,0
Joe T,0,1,0,1,0,0,0,0
Joel,0,0,3,13,5,1,0,0
K Bow,0,0,0,0,0,0,1,0
K Rich,2,0,0,18,9,0,0,0
Kai,2,1,0,25,8,1,0,0
Kaplan,0,1,2,15,1,0,0,0
LaRocque,0,3,0,25,20,0,0,0
Matthew,0,0,0,1,1,1,0,0
Matty J,2,0,0,31,41,1,0,0
Muffin,0,5,0,29,41,6,0,0
Noah,0,0,0,4,2,0,0,0
Peter,0,0,0,2,0,0,0,0
Reese,0,0,0,0,0,0,0,0
Reid,1,0,0,4,2,0,0,0
Riggins,0,0,1,4,3,0,0,0
Ryan,0,0,0,1,1,0,0,0
Suds,1,0,0,4,2,1,0,0
Thomas,3,2,3,21,14,1,0,0
Wesley,1,0,0,0,0,0,0,0
Zach M,3,1,0,3,5,1,0,0
Aaron L,0,0,1,1,0,0,0,0
Alex F,0,0,4,1,5,1,0,0
Alex L,0,1,0,0,2,0,0,0
Austin B,0,1,1,16,15,2,0,0
