player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
A Olsen,3,0,0,3,2,1,0,0
A Taylor,0,2,0,12,37,2,1,0
Allan L,0,0,0,1,2,1,0,0
Batson,4,0,0,8,2,1,0,0
Big Mike,0,0,0,1,3,0,0,0
Birdsong,0,0,0,3,5,0,0,0
Burgess,0,0,0,0,1,0,0,0
Bush,2,2,1,21,6,0,0,0
C Olsen,2,3,2,27,23,2,0,0
Caldwell,0,0,0,4,0,0,0,0
Cary,0,0,0,4,7,0,0,0
Crowe,0,0,0,1,2,0,0,0
Cutts,1,0,0,0,1,0,0,0
Danny On,1,2,1,4,6,0,0,0
French,0,0,1,3,2,0,0,0
Gainer,0,3,0,19,8,1,0,0
Hunt,0,0,0,8,7,0,0,0
JP Burns,5,0,0,15,14,1,0,0
Jaime,0,1,0,0,3,0,0,0
Karl E,1,0,0,2,2,0,0,0
Kelvin,1,1,4,9,5,0,0,0
Knowles,1,1,0,1,15,0,0,0
Kyle S,0,1,1,15,26,3,0,0
Matt S,0,3,1,7,23,1,0,0
Micah Jo,0,0,0,1,7,1,1,0
Minch,1,2,1,12,5,1,1,0
Parker,0,1,1,16,19,4,1,0
Patrick,0,0,0,4,2,1,0,0
Perivier,0,1,0,16,20,2,0,0
Player,0,1,0,17,7,1,0,0
Rae,1,1,0,2,4,0,0,0
Rogers,2,2,0,2,1,0,0,0
Sperling,2,2,1,4,11,0,1,0
Sun,1,1,0,12,7,1,1,0
Thor,0,0,0,15,0,0,0,0
Trenton,0,1,2,1,5,1,0,0
Will L,0,0,1,1,0,1,0,0
Yusuf,0,0,0,2,2,0,0,0
A Davis,0,0,0,1,3,0,0,0
A Walch,3,1,1,23,2,2,0,0
ABrouwer,0,0,0,1,0,0,0,0
B Adams,0,0,1,6,2,0,0,0
B Gfroer,0,0,0,1,2,0,0,0
B Gramma,0,0,0,0,0,0,0,0
Bigley,1,0,0,5,3,1,0,0
C Brooks,0,0,0,5,3,0,0,0
C Cunnin,4,0,1,30,4,0,1,0
C Grimm,0,0,0,0,2,0,0,0
C Mika,0,0,0,1,0,0,0,0
C Vargas,0,0,1,7,11,1,0,0
D Richar,1,0,1,10,1,1,0,0
E Moore,0,1,1,10,2,0,0,0
EPollack,2,1,0,4,6,2,0,0
J Cecil,2,0,0,4,1,0,0,0
J Wolfe,3,0,0,8,6,0,0,0
J Zdrodo,0,0,0,11,3,1,0,0
JCecil,0,0,0,3,0,0,0,0
JHollera,1,0,0,2,0,0,0,0
JLoskorn,0,0,1,8,22,5,0,0
K Daftar,0,0,0,1,0,0,0,0
K Henke,3,0,0,13,9,2,1,0
K Thomas,1,1,0,12,10,0,0,0
Kamron D,1,0,0,0,1,0,0,0
Kevin Ha,0,0,0,0,0,0,0,0
M Biersc,1,2,0,1,10,1,0,0
M Cook,2,1,0,19,25,3,0,0
M Natenb,0,1,0,5,11,4,0,0
M Walter,1,0,1,6,3,0,1,0
MMatthis,0,1,0,12,2,2,0,0
MaBennet,0,0,1,8,21,1,0,0
MiBennet,0,0,0,0,0,0,0,0
Murphy,0,0,0,1,2,0,0,0
N Whale,0,0,0,1,3,1,0,0
Naji,0,0,0,0,0,0,0,0
Nash Moc,0,0,0,0,2,0,0,0
P Starke,1,2,0,28,15,0,0,0
R Lewis,1,1,0,9,1,2,0,0
R Orloff,1,1,1,7,18,1,1,0
RPurcell,1,2,0,4,4,1,0,0
Rogers,0,0,0,0,0,0,0,0
T Chiu,0,0,0,0,0,0,0,0
Unknown,0,0,0,0,0,0,0,0
VRenshaw,0,0,0,9,4,0,0,0
Bill,0,1,0,2,2,0,0,0
Bruno,0,0,0,1,0,0,0,0
CJ,1,1,1,5,3,1,0,0
Chowder,2,0,1,4,9,2,0,0
Danny,2,0,0,12,10,1,0,0
Dave,0,0,0,6,3,1,0,0
Drew,1,0,0,8,8,0,0,0
Goff,2,2,6,3,1,1,0,0
Grant,0,1,0,10,11,0,0,0
Jack,1,0,1,11,4,1,0,0
Jason,0,1,1,3,5,0,0,0
Jeff,0,1,0,14,12,0,0,0
Jeremy,2,0,0,9,6,1,0,0
Jimmy,0,1,0,1,3,0,0,0
Judah,0,0,1,3,3,0,0,0
Karl,0,0,1,1,1,0,1,0
Kurt,1,1,0,37,27,2,0,0
Mater,0,1,0,2,4,1,0,0
Max,1,3,0,20,28,0,1,0
Neal,0,1,1,4,2,0,0,0
Nick,0,0,0,5,9,0,0,0
Nicky,1,0,0,3,7,0,0,0
Pardo,4,1,1,39,35,3,0,0
Pawel,1,7,1,70,72,1,0,0
Roddy,0,0,0,1,0,0,0,0
Ross,6,3,1,5,34,1,0,0
Simon,0,0,0,30,3,3,0,0
Slymer,1,0,0,3,0,2,0,0
Tommy,1,1,0,21,21,0,0,0
Uber,1,0,0,1,7,0,0,0
Vock,0,0,0,0,0,0,0,0
Wets,4,0,2,3,7,0,1,0
Zeman,1,0,0,1,4,0,0,0
Ben R,1,0,2,5,1,0,0,0
Blake,0,0,0,0,0,0,0,0
Borik,0,0,0,4,2,0,0,0
C Olson,6,0,1,0,1,1,0,0
CLarberg,0,0,2,2,10,0,0,0
CUghetta,0,0,0,3,4,1,0,0
Carson,1,4,0,12,6,2,0,0
Carter,0,1,0,4,0,1,0,0
Casey,0,0,0,0,1,1,0,0
Chris P,0,0,0,0,1,0,0,0
Dalton,0,0,1,23,5,1,0,0
Danimal,1,0,0,2,1,0,0,0
Dillon,1,3,2,15,23,6,0,0
E-Bay,1,0,2,3,5,1,0,0
Griffin,0,1,0,1,0,0,0,0
Henry,1,0,0,6,1,0,0,0
Jack W,0,0,0,1,0,0,0,0
Jay,5,1,0,22,26,4,0,0
Joe C,0,0,0,0,0,0,0,0
Joe T,0,0,0,2,1,1,0,0
Joel,0,1,2,5,7,0,1,0
K Bow,0,0,1,0,0,0,0,0
K Rich,4,1,0,5,21,0,0,0
Kai,1,1,1,15,4,0,0,0
Kaplan,0,1,1,21,6,0,1,0
LaRocque,0,4,0,9,40,0,1,0
Matthew,0,0,0,7,0,0,0,0
Matty J,0,2,0,16,62,1,1,0
Muffin,0,1,1,56,13,2,0,0
Noah,1,1,2,7,7,0,0,0
Peter,0,0,0,1,1,0,1,0
Reese,0,0,0,1,1,0,0,0
Reid,0,0,0,6,0,1,0,0
Riggins,0,0,1,4,0,0,0,0
Ryan,0,0,0,0,1,0,0,0
Suds,0,0,0,15,9,0,0,0
Thomas,3,0,1,4,16,0,0,0
Wesley,0,0,0,0,1,1,0,0
Zach M,2,0,0,7,4,0,0,0
Aaron L,1,0,1,3,0,0,0,0
Alex F,0,0,2,0,0,0,0,0
Alex L,0,0,0,3,5,0,0,0
Austin B,0,1,0,5,11,0,0,0
Ben P,0,0,0,1,0,0,0,0
Brad S,1,2,1,8,10,1,1,0
Chris B,0,0,0,7,1,0,0,0
Chris Be,0,0,0,0,0,0,0,0
Cory B,0,0,0,5,19,2,0,0
David S,1,0,0,1,7,2,0,0
Eric M,2,1,0,14,9,0,0,0
Gabe W,0,0,1,3,4,1,1,0
Houst P,0,0,0,5,0,0,0,0
